Temperature,PM2.5,PM10,SO2,CO,status
21.9,7.1,9.6,2.6,1.11,1
29.3,3.9,13.9,6.4,1.72,1
28.3,5.8,11.8,4.0,0.98,1
23.4,55.9,57.8,6.9,0.93,1
26.1,65.9,69.0,11.2,1.6,1
39.1,7.1,27.9,8.9,2.21,0
36.9,23.1,34.7,24.3,2.3,0
33.4,5.8,14.5,8.4,1.66,0
24.3,2.4,8.1,7.9,1.09,1
30.7,19.9,34.2,8.4,1.43,1
24.0,89.6,98.3,10.8,1.14,1
26.8,3.5,7.3,4.8,1.15,1
30.9,10.5,24.0,15.4,1.35,1
25.8,7.1,10.7,4.1,0.94,1
29.3,11.4,16.8,9.1,0.83,1
33.2,28.0,36.5,19.0,1.99,0
37.7,22.0,25.8,9.3,1.97,1
27.2,2.6,15.4,10.7,1.31,1
33.4,74.2,91.6,15.0,1.83,0
23.0,0.3,9.8,10.2,1.73,1
23.6,10.3,14.0,5.5,0.87,1
43.1,1.5,12.4,18.9,2.2,0
29.6,15.3,28.4,10.4,1.45,1
23.4,6.0,21.3,20.9,2.44,0
31.4,4.6,20.9,11.3,1.49,1
31.7,18.4,33.4,12.4,1.3,1
44.3,2.6,13.3,16.2,2.31,0
24.3,27.1,34.1,3.1,0.98,1
21.9,15.0,19.3,1.6,1.0,1
36.3,66.3,75.5,13.4,1.29,1
37.3,41.6,62.9,20.0,2.09,0
21.2,7.8,10.7,7.6,1.14,1
24.4,0.3,4.3,6.9,0.93,1
27.1,20.9,25.4,4.5,1.75,1
35.0,108.6,124.5,11.8,2.22,0
23.2,49.0,56.7,21.3,1.59,1
39.6,17.7,29.3,21.8,2.31,0
26.2,4.4,10.8,3.2,1.0,1
27.4,4.1,8.8,2.8,1.14,1
26.4,23.2,33.9,9.9,1.29,1
29.1,15.2,32.4,8.8,1.47,1
31.5,6.7,11.7,3.7,1.29,1
30.6,12.1,16.0,5.5,1.01,1
29.0,28.8,40.1,0.8,1.54,1
39.2,7.8,13.0,12.5,1.85,1
32.5,27.8,41.2,12.9,1.74,0
36.2,34.7,53.1,7.8,1.27,1
24.5,7.0,10.9,7.9,0.86,1
48.4,14.7,32.7,0.0,2.59,0
31.2,73.4,84.9,7.4,1.34,1
28.9,9.7,20.5,6.5,1.29,1
27.0,4.7,20.1,8.9,1.74,1
23.1,0.4,7.5,8.1,0.95,1
38.8,3.1,21.2,16.0,2.02,0
25.3,30.9,47.8,11.3,1.63,1
41.2,10.8,34.5,11.4,2.08,0
26.6,11.2,12.1,4.1,1.01,1
33.6,25.8,34.1,16.5,1.55,0
43.7,5.3,18.6,7.7,1.83,0
29.0,13.5,19.5,10.8,1.55,1
29.9,5.4,10.0,3.4,0.98,1
41.7,45.2,63.7,26.8,2.53,0
24.5,14.5,21.4,3.7,1.08,1
27.9,11.5,8.6,15.8,1.27,1
18.5,3.8,6.4,8.3,1.17,1
26.5,10.0,17.4,5.2,1.51,1
29.3,12.7,25.8,16.6,2.15,0
25.2,5.5,12.4,3.4,1.06,1
38.2,77.8,86.9,15.7,1.93,0
25.0,4.0,6.4,9.4,1.57,1
31.0,8.9,17.1,5.3,1.72,0
26.2,12.5,16.9,3.5,0.92,1
26.5,12.3,15.3,5.3,0.99,1
28.2,15.9,19.6,5.3,1.16,1
31.1,3.7,11.2,7.9,1.02,1
29.9,88.5,93.5,4.9,1.7,1
22.0,12.3,19.1,4.9,0.86,1
20.3,21.8,28.8,2.7,0.96,1
27.5,23.3,31.1,9.4,1.57,1
26.2,41.2,58.0,22.2,1.54,1
32.1,1.0,18.5,9.8,1.95,0
29.4,12.0,15.1,9.9,1.47,1
31.8,12.3,13.9,15.5,1.21,1
24.1,2.5,10.1,5.0,0.79,1
33.9,18.1,42.9,24.7,1.95,0
25.0,9.8,13.2,4.2,0.98,1
26.5,0.9,3.5,6.1,1.01,1
29.3,14.7,27.1,11.5,1.56,1
18.9,6.0,9.6,1.1,0.93,1
32.4,39.6,52.6,15.8,1.33,1
34.6,49.0,62.9,12.1,2.2,0
32.1,0.6,13.3,20.0,1.59,1
23.2,1.6,5.5,4.2,0.98,1
32.4,31.6,45.9,13.6,2.15,0
27.2,37.6,41.9,13.9,1.68,1
32.8,8.0,13.4,4.6,0.93,1
25.8,9.3,13.3,4.0,0.89,1
37.7,9.2,18.9,9.7,1.49,1
25.7,1.2,8.0,5.3,1.09,1
29.6,13.3,19.6,5.1,1.01,1
32.2,4.0,11.0,10.9,1.25,1
22.4,7.1,12.7,3.4,0.92,1
24.4,28.9,39.2,5.9,0.95,1
33.3,37.2,41.0,11.8,2.33,0
27.8,16.4,21.2,8.7,1.27,1
35.5,45.6,49.2,11.6,1.44,1
31.7,7.0,11.0,7.0,1.18,1
31.7,7.9,20.8,12.6,1.68,1
26.8,10.0,12.5,5.7,1.0,1
31.1,2.2,5.5,0.8,1.12,1
27.9,45.9,56.0,6.7,1.4,1
32.6,12.9,33.1,8.3,1.86,0
28.3,2.1,10.2,8.3,1.59,1
28.5,18.4,34.9,13.9,2.54,0
26.9,17.3,27.3,0.0,1.45,1
32.0,5.2,8.9,3.0,1.01,1
26.6,3.5,7.1,7.2,0.97,1
23.3,2.0,12.5,5.7,1.12,1
24.3,25.8,32.4,13.7,1.69,1
23.6,3.1,8.1,3.2,1.06,1
26.3,0.1,10.9,10.4,1.38,1
21.4,3.6,6.6,1.3,1.07,1
29.6,6.7,30.2,25.8,2.49,0
32.2,1.3,20.9,21.0,1.82,0
44.7,79.8,104.0,17.9,2.62,0
25.8,7.3,19.7,16.8,1.38,1
43.2,36.4,55.4,16.8,2.38,0
26.6,10.4,16.2,2.2,0.85,1
19.4,15.7,33.5,11.7,1.79,1
31.9,7.2,19.3,1.9,1.46,1
42.3,22.5,33.9,22.0,2.82,0
22.0,6.8,9.7,7.3,1.06,1
25.7,16.2,21.2,0.1,1.0,1
35.9,25.0,38.3,12.0,1.72,0
30.2,6.4,13.6,10.8,1.54,1
37.2,111.0,117.2,6.9,1.43,1
32.3,0.4,10.8,8.2,1.35,1
42.1,6.5,22.9,9.0,1.54,1
27.3,4.9,10.6,1.4,0.92,1
25.4,1.9,9.7,7.4,1.02,1
28.1,31.9,39.6,15.8,1.72,1
36.1,6.8,15.7,12.7,2.43,0
29.4,22.8,25.4,5.7,1.07,1
45.8,36.2,54.1,19.0,2.8,0
28.2,0.7,13.0,9.4,1.65,1
26.7,3.9,7.9,6.2,0.99,1
24.4,7.5,10.3,4.6,1.49,1
31.4,70.4,97.4,20.8,1.83,0
33.7,28.2,36.7,16.3,1.85,0
29.7,18.3,31.4,17.0,1.42,1
28.7,16.6,27.3,15.0,1.75,1
26.1,9.8,16.3,7.1,0.89,1
39.7,70.7,74.9,18.3,2.3,0
28.0,13.5,25.9,18.5,0.94,1
31.8,116.1,127.6,10.2,2.26,0
28.3,52.1,56.7,0.6,0.99,1
27.9,22.8,38.3,4.9,1.42,1
37.8,0.2,23.6,6.6,1.71,0
32.2,40.7,55.0,3.3,1.76,0
22.2,5.7,7.5,5.0,1.15,1
32.5,24.8,46.3,13.2,1.89,0
19.8,17.0,19.9,7.0,1.04,1
28.5,0.0,5.3,2.6,1.13,1
32.7,57.9,68.6,15.7,1.32,1
28.5,7.7,15.5,21.4,1.46,1
34.2,4.1,11.6,5.4,1.17,1
33.2,18.5,32.1,21.3,1.84,0
37.2,0.2,8.8,18.5,2.12,0
27.5,36.0,45.5,12.7,1.66,1
29.7,0.4,12.9,4.5,1.63,1
26.6,30.3,31.5,4.4,1.05,1
32.3,1.7,15.7,7.2,2.33,0
26.7,0.5,5.4,-0.6,0.87,1
45.4,134.5,155.1,23.4,3.36,0
31.9,5.5,17.5,17.2,1.65,0
27.4,24.9,35.3,8.8,1.5,1
34.2,5.8,15.9,16.0,2.72,0
30.4,0.1,6.6,9.1,1.63,1
28.7,10.7,16.8,6.4,0.76,1
24.8,0.1,1.7,5.9,0.99,1
30.8,27.0,29.1,11.0,1.54,1
28.4,13.5,15.7,4.1,1.2,1
28.2,3.4,13.1,3.8,1.2,1
23.6,1.2,2.2,9.7,1.03,1
27.5,16.6,24.3,17.8,1.97,0
24.7,22.9,25.0,5.0,0.78,1
22.1,13.1,17.7,4.9,0.99,1
32.9,10.0,32.7,12.4,2.24,0
38.5,43.9,52.4,8.6,1.55,0
46.4,17.3,28.0,14.6,2.26,0
30.2,40.2,47.5,14.7,1.76,1
41.7,2.3,11.2,7.6,1.22,1
40.9,13.5,26.8,16.2,2.38,0
50.4,8.9,33.5,19.2,2.4,0
23.8,2.6,5.1,6.8,1.12,1
27.2,13.9,22.7,12.8,1.29,1
50.1,43.1,63.3,15.2,1.94,0
23.2,4.7,7.3,7.5,0.98,1
20.2,21.3,25.9,7.1,0.91,1
22.0,23.6,28.9,4.6,1.02,1
29.1,14.0,18.7,7.7,1.04,1
41.9,12.6,26.2,34.1,3.04,0
21.7,21.5,25.1,7.0,1.13,1
41.3,66.1,93.4,16.4,1.29,0
28.1,2.8,7.6,4.8,1.08,1
25.5,5.2,9.6,8.8,0.98,1
25.0,1.1,5.4,5.0,1.15,1
36.8,7.3,17.9,17.0,1.9,0
29.3,43.5,48.7,7.7,1.61,1
24.9,2.4,7.0,6.1,1.12,1
38.0,82.4,94.3,13.1,2.42,0
25.9,27.5,33.5,4.3,1.03,1
20.3,8.6,14.6,4.6,0.99,1
25.8,21.7,29.9,6.3,0.85,1
25.9,28.6,47.1,6.4,1.46,1
26.1,4.7,10.9,3.2,1.18,1
25.4,22.9,36.8,9.5,1.59,1
36.5,4.7,11.3,13.9,1.33,1
28.8,4.8,12.8,2.0,0.87,1
28.0,14.1,25.0,4.2,2.3,0
38.7,9.1,30.9,21.0,2.33,0
26.9,21.4,33.0,9.2,1.14,1
24.7,3.5,9.4,4.3,0.85,1
30.7,7.6,17.9,26.6,2.18,0
23.4,7.2,11.4,6.2,1.01,1
31.4,6.0,15.4,11.4,1.29,1
25.6,15.7,18.4,8.1,0.94,1
34.4,29.2,42.2,23.6,3.37,0
36.3,7.1,15.6,1.6,1.44,1
29.6,17.2,35.2,4.5,1.7,1
31.6,65.6,82.8,18.3,1.59,0
29.3,0.5,1.5,3.4,0.88,1
31.1,16.1,35.6,20.7,2.73,0
34.4,4.7,14.1,21.0,2.01,0
29.5,12.2,22.2,10.0,1.49,1
28.6,0.8,4.2,7.1,1.11,1
42.2,96.4,115.5,10.1,2.29,0
36.9,58.5,75.7,13.1,1.96,0
27.4,11.4,18.5,8.4,1.74,1
35.7,49.9,50.3,15.4,1.94,0
29.0,7.9,8.1,7.2,1.13,1
22.9,6.9,12.0,3.5,1.0,1
23.6,24.7,29.9,4.7,1.1,1
30.9,12.4,16.2,6.9,0.73,1
24.7,64.0,84.5,12.1,1.69,0
37.3,11.2,32.1,17.0,1.91,0
37.8,11.9,33.1,14.6,2.14,0
30.7,53.2,65.6,19.9,1.91,0
29.6,5.1,16.2,7.0,1.93,1
42.2,95.7,115.6,18.7,2.59,0
33.7,58.3,78.3,4.8,1.43,0
30.9,13.2,20.0,13.3,1.58,1
19.7,5.5,13.2,2.4,1.17,1
34.0,22.3,35.3,10.0,1.53,1
18.8,8.8,13.6,6.0,0.97,1
27.3,15.1,24.5,12.8,1.54,1
35.6,13.9,30.0,12.1,2.0,0
33.7,13.7,21.5,2.3,1.02,1
23.6,7.2,11.9,5.5,1.01,1
37.7,13.5,27.2,9.6,2.23,0
32.3,4.3,6.5,9.4,1.5,1
29.8,4.7,13.0,10.1,1.48,1
19.7,4.4,9.0,5.6,0.8,1
25.9,27.2,33.0,4.9,0.9,1
32.1,51.2,69.4,17.7,2.37,0
36.8,5.4,46.1,6.3,2.35,0
27.0,26.6,30.2,5.6,1.09,1
29.8,3.6,11.2,7.4,0.75,1
33.8,0.6,14.2,17.5,1.59,1
25.3,0.8,6.8,4.6,0.99,1
16.8,22.0,25.6,6.4,1.05,1
34.0,34.4,40.7,6.2,1.42,1
25.1,39.9,54.2,19.8,2.2,0
30.4,8.3,19.2,18.8,2.25,0
26.1,33.9,41.7,14.5,1.17,1
33.6,18.1,32.1,15.3,1.86,0
30.3,6.3,9.3,14.3,1.88,1
32.5,12.2,34.2,13.5,1.88,0
27.5,0.4,6.2,9.3,1.12,1
23.9,1.0,4.7,3.5,1.02,1
25.2,15.7,21.6,3.9,1.01,1
32.6,71.2,87.5,15.8,2.31,0
37.0,22.5,35.0,26.9,2.31,0
28.0,70.0,88.9,23.3,2.42,0
32.4,0.0,13.9,5.3,1.0,1
41.1,45.2,60.0,15.7,2.43,0
29.9,0.9,8.2,11.4,1.46,1
24.2,13.7,20.4,7.6,1.04,1
37.9,43.3,51.1,10.6,1.23,1
43.6,75.6,90.4,17.9,1.98,0
33.7,67.2,77.4,6.2,1.24,1
34.7,14.6,26.3,10.6,1.8,1
26.9,28.0,40.2,8.7,1.41,1
18.5,8.8,11.5,5.1,0.89,1
27.7,8.4,16.1,9.3,1.48,1
20.9,16.9,22.9,6.9,1.09,1
32.4,16.6,30.3,13.6,1.68,0
29.0,8.7,14.7,11.9,1.53,1
21.3,13.4,17.3,1.1,1.07,1
26.4,40.7,57.5,7.0,1.79,1
23.1,31.4,33.8,5.8,1.02,1
27.2,17.3,22.4,5.6,1.21,1
23.2,2.9,8.8,0.6,1.04,1
37.5,9.5,14.9,7.3,1.64,1
21.2,6.0,15.4,5.5,1.03,1
25.2,1.6,4.8,4.6,1.1,1
29.1,5.8,15.1,8.8,1.43,1
26.8,0.9,5.7,6.6,0.93,1
27.1,20.8,25.6,4.4,0.75,1
38.0,1.3,9.0,0.8,2.54,0
29.6,19.4,30.7,24.7,1.74,0
48.4,24.0,42.3,29.3,2.35,0
31.2,15.7,25.3,13.2,1.59,1
23.4,1.6,10.7,3.1,1.37,1
25.6,0.1,3.9,4.9,1.02,1
24.5,3.6,9.0,3.8,0.9,1
22.6,15.6,18.6,4.7,1.04,1
23.0,21.6,25.2,3.4,1.02,1
24.7,26.6,34.2,3.2,1.06,1
23.9,12.2,17.2,7.2,0.93,1
22.2,6.7,13.5,4.9,1.11,1
28.3,0.1,8.7,4.0,1.04,1
20.4,11.8,15.9,9.0,1.06,1
23.8,49.8,61.3,6.3,1.72,1
26.1,10.2,14.0,7.1,1.01,1
41.9,11.4,23.3,11.5,1.98,0
34.6,47.0,59.9,15.6,2.15,0
45.0,18.8,45.3,17.9,2.73,0
33.8,5.4,13.6,12.1,1.88,1
25.6,2.2,6.4,5.0,1.19,1
41.4,17.6,41.6,11.4,2.78,0
34.9,7.3,17.0,2.9,1.59,1
19.7,22.4,27.5,3.1,1.18,1
23.0,2.3,10.6,6.3,1.13,1
30.5,26.8,46.5,9.3,2.4,0
39.0,11.2,29.4,19.3,3.65,0
22.8,12.3,22.0,12.2,1.54,1
27.8,2.5,9.5,7.0,1.04,1
29.0,60.0,76.1,5.8,1.05,1
41.8,23.7,34.7,6.8,1.42,0
26.8,16.6,21.3,6.4,1.72,1
30.7,0.5,11.4,20.0,1.71,1
30.4,91.5,98.9,9.6,1.52,1
28.1,35.0,50.7,19.4,1.66,0
25.0,49.8,70.3,15.4,2.85,0
41.1,30.0,52.7,14.9,2.46,0
28.3,56.8,70.2,10.3,1.75,0
37.9,28.0,37.4,13.6,1.93,0
42.5,109.2,116.8,21.2,2.07,0
29.9,8.3,19.9,7.9,1.44,1
32.0,60.3,78.5,25.0,3.01,0
33.8,11.2,30.1,10.6,1.23,1
22.0,5.7,12.5,6.1,1.01,1
21.3,6.9,10.9,3.7,1.0,1
26.8,3.8,10.1,4.7,1.01,1
22.6,0.8,7.4,1.8,1.07,1
32.1,16.2,21.1,12.4,1.44,1
35.2,47.2,61.0,13.8,2.24,0
46.1,42.3,58.5,28.4,2.4,0
29.2,2.5,8.7,10.5,1.4,1
26.0,31.4,34.6,3.9,0.97,1
45.2,51.2,79.2,23.3,2.16,0
22.6,4.6,10.6,5.7,1.11,1
24.0,14.1,16.5,7.4,0.97,1
27.4,12.9,21.1,15.8,1.81,1
32.6,42.8,51.4,13.3,1.55,1
22.2,3.6,5.6,7.6,0.86,1
31.4,4.3,15.6,16.4,1.45,1
26.1,33.2,36.9,2.7,0.82,1
25.1,5.0,8.8,6.3,1.12,1
41.2,36.1,49.5,17.1,2.39,0
37.1,18.1,26.7,14.7,1.53,1
25.8,14.7,20.4,5.7,0.82,1
30.4,7.8,11.4,5.9,0.92,1
35.6,1.8,11.9,14.6,1.63,1
28.2,1.2,13.0,2.6,1.42,1
22.6,1.2,7.7,5.6,1.18,1
16.9,1.3,0.2,6.4,0.97,1
15.3,16.6,20.7,3.9,0.94,1
38.0,34.2,62.4,17.8,2.62,0
28.6,0.2,4.9,4.5,1.04,1
37.6,142.3,157.1,20.8,1.82,0
16.8,7.7,10.2,4.2,0.85,1
24.8,5.0,13.2,5.8,1.1,1
27.1,8.0,13.0,3.4,0.86,1
30.0,9.7,14.5,7.2,1.05,1
27.5,19.3,31.5,7.2,1.74,1
34.9,21.4,32.8,16.6,2.11,0
28.4,5.5,17.5,12.2,1.5,1
22.7,1.0,8.1,6.5,1.03,1
20.3,2.0,6.0,4.7,0.95,1
35.3,12.9,39.3,14.1,2.42,0
21.8,4.0,7.5,-0.3,1.15,1
32.8,23.8,29.2,7.4,1.48,1
38.7,3.4,23.9,22.6,2.27,0
37.6,45.5,49.8,13.9,1.25,1
29.4,11.7,28.0,13.2,1.51,1
38.8,21.5,31.9,9.0,1.48,1
30.5,17.5,22.8,9.9,1.61,1
23.3,27.0,34.6,14.0,1.65,1
31.3,7.2,14.9,11.9,1.37,1
26.5,4.7,14.1,1.7,0.94,1
20.7,15.2,20.3,3.7,0.96,1
21.6,6.5,15.7,7.8,1.03,1
26.0,22.6,38.3,14.4,1.48,1
28.1,3.1,8.6,5.2,0.86,1
27.4,24.3,32.1,4.8,0.98,1
21.9,0.0,3.1,3.0,0.92,1
21.8,16.5,22.3,1.9,0.94,1
40.0,47.0,59.3,3.1,1.51,1
19.8,1.5,6.7,10.9,0.94,1
29.3,18.7,27.4,10.8,1.52,1
29.8,3.6,12.7,6.8,1.01,1
25.5,29.1,38.7,4.7,1.32,1
38.2,43.9,53.5,9.0,1.47,1
47.3,75.8,92.0,17.4,1.76,0
29.4,0.7,4.7,4.7,1.1,1
47.2,1.5,27.0,20.2,2.45,0
29.6,2.3,8.1,0.2,1.12,1
28.4,13.3,15.0,8.2,1.11,1
33.2,106.5,127.3,11.8,2.29,0
26.3,6.0,8.9,9.8,1.06,1
30.7,7.9,26.1,26.1,2.31,0
27.5,57.1,72.3,9.6,1.86,1
21.0,7.6,16.7,9.9,1.7,0
34.5,37.1,47.4,9.1,2.04,0
33.7,1.6,25.2,12.0,2.59,0
36.4,18.3,23.6,13.7,1.49,1
33.5,36.7,44.4,9.7,1.23,1
34.9,8.4,20.7,11.8,1.21,1
37.8,19.6,29.0,12.7,1.4,1
23.1,4.9,9.9,4.4,1.01,1
29.0,8.9,16.2,4.2,0.97,1
24.4,31.1,34.2,-0.2,0.99,1
25.8,14.0,20.2,6.6,1.01,1
26.2,16.2,19.4,9.0,1.08,1
31.5,105.9,105.0,4.8,1.16,1
24.4,4.1,7.4,4.0,0.91,1
31.4,55.7,62.7,11.5,1.46,1
26.7,4.2,16.3,11.7,1.45,1
29.7,0.2,7.6,4.4,0.93,1
23.6,3.8,6.4,3.3,1.09,1
32.2,1.5,7.6,4.3,0.95,1
24.9,7.0,11.8,8.9,0.93,1
42.8,31.8,44.5,26.0,1.98,0
32.4,3.3,15.6,6.5,1.49,1
33.3,17.0,33.1,10.6,1.39,1
27.5,32.5,47.0,12.7,1.66,1
34.1,40.1,47.1,1.0,1.72,1
39.4,34.9,56.8,3.1,2.02,0
32.7,50.5,66.6,9.2,1.26,1
36.3,5.3,14.1,16.5,1.9,0
36.3,58.7,71.9,12.1,2.37,0
24.2,2.0,6.3,8.2,1.04,1
36.4,19.7,36.6,15.9,1.72,0
24.6,7.5,19.0,3.4,1.57,1
33.4,10.3,32.4,12.9,1.36,0
28.6,2.5,9.1,17.5,1.38,1
18.8,0.6,5.5,7.0,1.01,1
34.6,3.7,27.7,3.9,1.91,0
24.1,6.3,12.2,17.6,1.44,1
33.6,3.4,8.2,3.5,1.12,1
42.7,123.7,128.1,2.4,1.89,0
34.4,7.2,22.6,12.0,1.42,1
26.7,11.8,16.3,6.3,0.85,1
32.7,17.2,29.7,17.0,1.25,1
31.8,2.6,14.8,17.7,2.07,0
24.1,8.2,9.5,3.5,0.82,1
25.2,22.3,44.2,17.5,2.33,0
43.0,14.6,38.1,17.3,2.17,0
39.9,37.2,54.7,21.8,2.58,0
28.6,61.2,82.7,7.5,1.97,0
30.1,26.2,38.9,19.1,2.18,0
33.7,6.9,22.6,16.2,1.48,1
30.4,10.9,25.7,8.9,1.58,1
29.5,3.4,12.5,6.7,1.05,1
28.4,9.7,15.9,6.5,0.99,1
44.6,78.9,98.3,23.9,2.44,0
30.0,9.2,18.2,5.2,1.42,1
24.7,4.2,11.1,2.4,1.06,1
28.6,4.1,17.7,4.1,1.48,0
32.3,54.7,69.9,26.6,2.5,0
23.5,0.2,7.4,3.4,0.9,1
38.0,100.0,117.5,7.0,2.4,0
31.8,17.7,23.4,9.6,2.49,0
24.2,22.6,31.1,3.7,1.05,1
21.6,5.0,10.6,2.5,0.94,1
29.3,14.5,19.8,2.9,1.07,1
29.2,12.9,21.4,12.6,1.39,1
26.1,0.4,5.4,3.1,1.12,1
31.2,29.4,43.3,15.4,1.44,1
33.7,10.2,19.0,-0.3,1.7,1
35.5,77.1,94.8,21.5,2.42,0
22.9,0.0,1.9,3.7,0.9,1
33.8,7.6,13.1,5.6,1.44,1
33.4,42.7,57.5,14.3,2.66,0
35.8,58.2,83.7,13.8,2.09,0
37.0,23.2,38.6,22.9,1.82,0
22.8,11.1,14.9,3.2,1.11,1
51.3,31.2,48.3,11.5,3.32,0
32.5,1.0,13.5,9.7,1.84,1
29.2,30.6,34.2,6.0,1.11,1
31.2,23.0,36.0,12.5,1.39,1
37.2,1.8,20.4,14.6,1.45,0
27.6,14.9,33.8,8.7,1.53,1
26.8,39.0,46.5,8.6,1.59,1
38.3,12.4,27.7,11.0,1.87,0
25.2,27.9,33.6,5.5,1.08,1
21.7,57.2,74.9,7.1,1.63,1
24.6,12.0,15.2,5.6,1.2,1
35.1,14.0,32.1,3.0,1.98,0
22.3,11.6,16.2,2.1,1.04,1
30.6,1.5,15.1,29.2,1.87,0
23.8,9.9,14.2,4.9,0.97,1
35.5,7.4,27.5,22.6,1.91,0
27.4,5.9,9.5,5.7,0.89,1
34.3,12.2,21.4,13.6,1.29,1
37.0,35.2,49.4,21.2,1.84,0
37.2,20.8,37.1,10.8,1.66,0
20.0,11.1,17.2,2.6,1.08,1
24.6,0.6,2.6,4.8,0.99,1
23.9,19.2,25.4,5.2,1.12,1
41.0,26.9,56.7,13.0,2.25,0
22.3,36.7,44.8,6.5,1.56,1
40.0,5.4,24.6,15.3,1.85,0
28.0,7.3,9.7,2.2,1.13,1
36.5,42.7,54.8,21.7,2.48,0
31.3,2.3,11.6,9.0,1.41,1
30.0,2.2,7.8,17.0,2.0,0
27.4,0.7,12.2,5.3,1.57,1
31.6,18.7,30.0,12.3,1.45,1
25.7,13.9,18.5,6.4,1.41,1
22.3,14.4,18.5,4.3,1.1,1
22.7,33.6,38.6,14.2,1.72,1
48.9,12.2,35.7,22.7,2.27,0
37.9,5.6,21.0,34.5,3.0,0
28.1,11.7,13.8,3.4,0.93,1
23.5,1.7,5.9,4.9,1.01,1
30.7,16.6,24.4,9.5,1.53,1
30.4,4.9,20.7,23.5,2.29,0
38.0,49.8,65.9,17.2,2.02,0
34.1,27.0,47.6,27.2,2.57,0
32.0,2.5,12.8,4.3,1.39,1
31.5,31.2,62.0,16.1,2.7,0
32.0,30.3,39.1,21.2,1.99,0
27.3,0.6,2.3,4.2,0.87,1
27.7,0.8,8.4,4.1,0.86,1
24.0,3.6,9.1,6.7,0.97,1
28.7,3.4,7.9,5.0,0.83,1
25.3,23.5,28.9,5.9,1.19,1
31.2,56.5,74.2,11.8,2.14,0
34.3,12.6,30.7,17.5,2.02,0
37.3,9.6,23.9,16.2,2.22,0
32.4,22.2,30.0,10.2,1.47,1
21.6,3.0,6.7,3.3,1.0,1
22.1,4.6,14.5,22.2,2.1,0
23.3,8.6,11.2,6.7,1.02,1
48.8,2.4,24.9,16.9,2.84,0
26.4,18.0,25.6,5.9,1.12,1
28.7,5.9,10.7,8.0,1.01,1
39.6,2.8,12.5,2.8,2.05,0
30.3,34.6,49.5,22.5,1.48,0
28.3,26.3,36.6,9.4,1.45,1
29.7,3.9,13.9,10.3,1.7,1
32.4,0.7,5.8,21.2,1.87,0
31.2,28.6,39.4,12.2,1.3,1
27.7,6.1,17.1,11.9,1.61,1
23.1,3.2,7.3,5.9,1.03,1
18.0,5.3,11.4,3.4,0.9,1
39.1,4.6,19.1,5.9,2.11,0
25.6,2.3,5.6,7.1,0.87,1
20.3,8.6,12.0,3.3,0.97,1
39.2,80.5,107.9,24.6,2.37,0
20.3,12.1,19.5,6.1,0.89,1
32.2,1.5,14.1,12.5,1.89,1
28.5,6.7,13.1,4.0,0.97,1
25.4,10.3,19.4,10.5,1.19,1
38.4,78.9,94.5,23.0,2.03,0
31.9,38.8,40.0,9.3,1.55,1
44.2,4.9,23.6,18.1,1.76,0
44.4,7.1,19.5,11.6,1.71,0
28.8,0.4,9.3,7.3,1.43,1
53.1,72.3,84.6,6.4,1.95,0
32.4,18.0,29.1,9.8,1.71,1
25.1,13.9,16.1,6.5,1.02,1
23.8,2.5,7.3,3.8,1.12,1
26.3,142.3,157.0,6.5,1.18,1
38.9,26.5,48.9,14.6,1.83,0
32.2,9.9,20.0,14.1,1.75,1
33.9,2.2,11.7,17.9,2.55,0
32.2,12.0,23.4,9.3,1.52,1
27.2,1.3,4.7,3.7,0.95,1
31.2,28.1,41.1,12.1,1.44,1
28.3,22.1,30.3,0.6,1.48,1
23.9,4.6,7.9,7.1,0.95,1
33.8,17.5,32.8,12.3,1.51,1
49.6,13.4,26.4,28.8,2.71,0
32.3,3.4,30.6,2.8,2.04,0
43.0,58.2,80.2,9.1,1.88,0
34.7,2.8,10.9,8.8,1.56,1
37.7,22.7,53.0,25.3,2.58,0
24.6,0.9,10.3,9.1,0.83,1
29.5,12.8,29.8,13.3,1.1,1
27.7,0.4,5.7,6.2,1.05,1
26.8,0.9,21.6,12.9,2.0,0
30.1,20.5,33.4,5.4,1.44,1
22.3,1.0,5.7,3.5,0.91,1
28.0,7.1,16.5,7.8,1.77,1
35.4,10.0,18.8,13.6,1.5,1
36.0,43.4,59.5,22.1,1.97,0
27.1,4.7,8.7,5.9,1.0,1
24.9,5.4,7.5,0.7,1.09,1
23.2,5.8,14.1,3.5,0.97,1
34.9,59.7,69.2,8.2,1.07,1
44.8,35.2,58.0,29.6,2.8,0
41.3,70.6,88.5,30.2,2.93,0
33.5,21.9,45.6,20.9,1.72,0
27.7,3.8,19.9,17.8,2.09,0
38.6,9.9,20.0,22.5,1.74,0
24.1,27.7,36.5,6.5,1.95,1
26.8,4.4,10.1,4.5,1.29,1
33.8,55.5,79.2,18.6,2.06,0
18.5,7.7,11.1,4.7,1.1,1
30.3,41.8,51.2,5.8,1.57,1
23.8,7.5,11.9,3.1,0.9,1
24.8,58.4,68.2,3.7,0.93,1
26.8,53.4,69.0,15.2,1.82,1
26.5,0.7,5.3,7.1,1.05,1
33.4,53.5,63.4,10.0,1.32,1
31.6,6.4,21.2,14.5,1.79,0
32.2,48.9,65.1,14.4,2.79,0
39.1,9.7,21.2,5.4,2.33,0
22.4,1.1,8.7,7.0,1.03,1
27.2,14.8,18.8,7.3,1.05,1
30.1,32.1,38.5,10.6,1.44,1
